[Stundenplan]
Tag;Stunde;Klasse;Lehrer;Raum;Fach
3;3;Q12;L569;C101M;12Geo2
3;3;Q12;L581;AE06;12Geo1
3;3;Q12;L843;C102W;12WR2
3;4;6d;L621;MU2;Mu
3;4;7e;L255;EE01;Geo
3;4;Q11;L960;A204;11E1
3;4;Q11;L135;C105;11E2
3;4;Q11;L655;C103G;11F
3;4;Q11;L753;C106;11E3
3;4;Q11;L976;C107;11L
3;4;Q12;L435;AD01;12WR1
3;4;Q12;L569;C101M;12Geo2
3;4;Q12;L581;AE06;12Geo1
3;4;Q12;L843;C102W;12WR2
3;5;5a;L621;MU2;Mu
3;5;5b;L655;A204;E
3;5;5c1;L999;BIOÜ;NuT
3;5;5c1;L189;BAD;Schwi
3;5;5c2;L888;BAD2;Schwi
3;5;5c2;L834;CHÜ;NuT
3;5;5d1;L834;BIOÜ;NuT
3;5;5d1;L189;BAD;Schwi
3;5;5d2;L888;BAD2;Schwi
3;5;5d2;L999;CHÜ;NuT
3;5;6a;L136;A205;M
3;5;6b;L422;KU1;Ku
3;5;6c;L581;AE07;M
3;5;6d;L299;C202;M
3;5;6e;L467;C101M;L
3;5;7aF;L470;C203;F
3;5;7abL;L956;BU02;L
3;5;7bdF;L774;A107;F
3;5;7c;L960;AE06;D
3;5;7dL;L976;A105;L
3;5;7,00E+01;L313;EE01;EInt
3;5;7,00E+02;L048;E101;EInt
3;5;8aN;L612;A108;G
3;5;8bN;L255;A104;D
3;5;8cW;L919;A110;D
3;5;8dW;L435;A103;WR
3;5;9aN;L258;PHÜ;Ph
3;5;9bN;L729;EE02;M
3;5;9cW;L637;MU1;Mu
3;5;9dW;L456;AE09;M
3;5;10abcK;L182;C102W;K
3;5;10ab1Ev;L443;C108;Ev
3;5;10abcEth;L608;A203;Eth
3;5;10b2cEv;L099;C107;Ev
3;5;Q11;L873;CH;11B1
3;5;Q11;L594;BIO;11B3
3;5;Q11;L502;ELearn;11Inf
3;5;Q12;L194;A207;12G4
3;5;Q12;L947;A210;12Sk1
3;5;Q12;L207;AE05;12Sk2
3;5;Q12;L191;A201;12Sk3
3;6;5a;L019;A208;E
3;6;5b;L726;BIO;NuT
3;6;6a;L901;A105;F
3;6;6cF;L774;AE07;F
3;6;6cL;L956;EE02;L
3;6;6d;L547;C201S;L
3;6;6e;L299;A201;M
3;6;7a;L843;C103G;Geo
3;6;7b;L287;C101M;M
3;6;7ceL;L986;EE01;L
3;6;7ceF;L919;AE06;F
3;6;7d;L621;MU2;Mu
3;6;8aN;L456;A108;M
3;6;8bN;L135;A104;G
3;6;8cW;L470;A110;F
3;6;8dW;L929;PHY2;Ph
3;6;9bN;L873;CH;C
3;6;9cW;L255;AE05;D
3;6;9dW;L637;MU1;Mu
3;6;Q11;L194;A210;11G3
3;6;Q11;L191;C203;11Sk4
3;6;Q11;L947;C105;11Sk1
3;6;Q11;L207;C106;11Sk2
3;6;Q12;L397;A103;12SpoT
3;8;6abcde;L608;AE05;IFE
3;8;6abcde;L255;AE06;IFD
3;8;6abcde;L801;AE07;IFE
3;8;7d1;L135;A105;EInt
3;8;7d2;L048;A104;EInt
3;8;7e;L729;EE01;M
3;8;7abc;L189;P1;Spo
3;8;7abc;L313;P2;Spo
3;8;7abc;L364;P3;Spo
3;8;10aN;L569;C103G;Geo
3;8;10bN;L594;CHÜ;C
3;8;10cW;L834;BIOÜ;B
3;8;Q11;L758;BIO;11B2
3;8;Q11;L470;AE09;11Sps
3;8;Q11;L726;CH;11C
3;8;Q11;L287;PHY1;11Ph1
3;8;Q12;L637;MU1;12Mu2
3;8;5abcd;L947;H101;DFö
3;8;5und6;L770;WERK;Werk
3;8;5und6;L926;COJE;Kle
3;8;8und9;L843;INF;WR
3;8;8und9;L974;PHÜ;Solar
3;8;OGS1;L797;A203;HBet
3;8;OGS2;L519;A204;HBet
3;8;OGS3;L628;A205;HBet
3;8;OGS4;L123;A207;HBet
3;8;OGS5;L150;A208;HBet
3;8;OGS6;L103;A210;HBet
3;8;OGS7;L491;A201;HBet
3;9;7d;L255;A105;Geo
3;9;7e;L976;EE01;D
3;9;10aN;L929;C108;M
3;9;10bN;L758;BIO;B
3;9;10cW;L843;C102W;Geo
3;9;Q;L608;AE05;QEth
3;9;Q;L986;C106;QPsy
3;9;Q12;L637;MU1;12Mu2
3;9;5und6;L770;WERK;Werk
3;9;6abcde;L287;FOTO;Robo
3;9;5und6;L926;COJE;Kle
3;9;5und6;L726;CHÜ;CWerk
3;9;8und9;L974;PHÜ;Solar
4;1;5a;L019;A208;E
4;1;5b;L189;A204;Geo
4;1;5c;L255;A210;Geo
4;1;5d;L299;A203;D
4;1;6a;L136;A205;M
4;1;6b;L960;A207;E
4;1;6c;L581;AE07;M
4;1;6d;L621;MU2;Mu
4;1;6e;L397;INF;Inf
4;1;7a;L099;C203;M
4;1;7b;L422;KU1;Ku
4;1;7c;L770;KU2;Ku
4;1;7d;L135;A105;E
4;1;7e;L976;EE01;D
4;1;8aN;L956;A108;L
4;1;8b1;L313;C201S;E
4;1;8cW;L834;BIO;B
4;1;8dW;L182;C101M;D
4;1;9aN;L258;E101;M
4;1;9bN;L612;EE02;E
4;1;9cW;L194;AE05;G
4;1;9dW;L637;MU1;Mu
4;1;10aN;L128;PHÜ;Ph
4;1;10bN;L753;C107;E
4;1;10cW;L207;C103G;Sk
4;1;Q11;L086;C105;11E4
4;1;Q11;L502;PHY1;11Ph2
4;1;Q11;L873;CHÜ;11bcp
4;1;Q11;L421;C106;11EKo
4;1;Q12;L608;BU02;12E1
4;1;Q12;L371;C108;12E3
4;1;Q12;L774;A104;12E2
4;1;Q12;L901;C102W;12E4
4;2;5abcdK;L182;A201;K
4;2;5ac1Ev;L407;A208;Ev
4;2;5abcdEth;L960;A210;Eth
4;2;5bEv;L749;A204;Ev
4;2;5c2dEv;L443;A203;Ev
4;2;6b;L621;MU2;Mu
4;2;6c;L758;BIO;B
4;2;6d;L612;C202;G
4;2;7d;L420;PHY2;Ph
4;2;8cW;L470;A110;F
4;2;8dW;L189;C103G;Geo
4;2;9bN;L135;EE02;G
4;2;9cW;L637;MU1;Mu
4;2;9dW;L834;CH;C
4;2;10cW;L926;BIOÜ;C
4;2;Q11;L086;C105;11E4
4;2;Q11;L502;PHY1;11Ph2
4;2;Q11;L873;CHÜ;11bcp
4;2;Q11;L421;C106;11EKo
4;2;Q12;L608;BU02;12E1
4;2;Q12;L371;C108;12E3
4;2;Q12;L774;A104;12E2
4;2;Q12;L901;C102W;12E4
4;3;5a;L873;BIO;NuT
4;3;5b;L287;A204;M
4;3;5c1;L753;A210;DInt
4;3;5c2;L901;A208;EInt
4;3;5c3;L992;A203;Int
4;3;5d;L834;BIOÜ;NuT
4;3;6adSm;L926;AN1;Sm
4;3;6adSw;L758;ALEX;Sw
4;3;6bceSw;L364;ERN;Sw
4;3;6bc1Sm;L313;P2;Sm
4;3;6c2eSm;L189;P3;Sm
4;3;7aF;L470;C203;F
4;3;7abL;L956;AE07;L
4;3;7bdF;L774;A107;F
4;3;7c;L612;AE06;E
4;3;7dL;L976;A105;L
4;3;7e;L420;PHY1;Ph
4;3;8aN;L255;C103G;Geo
4;3;8bN;L136;PHY2;Ph
4;3;8cW;L733;INF;WIn
4;3;8dW;L019;A103;G
4;3;9abcdK;L182;C201S;K
4;3;9ad1Ev;L749;E101;Ev
4;3;9abcdEth;L947;AE09;Eth
4;3;9bd2Ev;L099;EE02;Ev
4;3;9cd3Ev;L443;AE05;Ev
4;3;10aN;L641;CH;C
4;3;10bN;L703;C101M;M
4;3;10cW;L421;BU02;E
4;3;Q11;L951;A207;11D1
4;3;Q11;L316;C106;11D2
4;3;Q11;L194;A201;11D3
4;3;Q11;L608;C107;11D4
4;3;Q12;L547;C105;12D3
4;3;Q12;L207;C108;12D2
4;3;Q12;L741;C202;12D1
4;3;Q12;L919;A104;12D4
4;4;5a1;L420;A208;MInt
4;4;5a2;L992;A210;MInt
4;4;5c;L621;MU2;Mu
4;4;5d;L581;A203;M
4;4;7e;L019;EE01;G
4;4;8aN;L594;CHÜ;C
4;4;8bN;L999;BIO;B
4;4;8dW;L834;BIOÜ;B
4;4;Q11;L951;A207;11D1
4;4;Q11;L316;C106;11D2
4;4;Q11;L194;A201;11D3
4;4;Q11;L608;C107;11D4
4;4;Q12;L547;C105;12D3
4;4;Q12;L207;C108;12D2
4;4;Q12;L741;C202;12D1
4;4;Q12;L919;A104;12D4
4;5;5a;L371;KU2;Ku
4;5;5b;L547;MU2;Mu
4;5;5c;L753;A210;D
4;5;5d1;L299;A203;DInt
4;5;5d2;L421;A204;EInt
4;5;5d3;L992;A201;Int
4;5;6a;L901;A205;F
4;5;6b;L099;A207;M
4;5;6c;L135;AE07;G
4;5;6d;L873;BIOÜ;B
4;5;6e;L834;BIO;B
4;5;7a;L420;PHÜ;Ph
4;5;7b;L316;A107;D
4;5;7ceL;L986;EE01;L
4;5;7ceF;L919;AE06;F
4;5;7d;L435;INF;Inf
4;5;8aN;L422;KU1;Ku
4;5;8bN;L999;CH;C
4;5;8c1;L608;A110;E
4;5;8dW;L703;A103;M
4;5;9aN;L947;E101;D
4;5;9bN;L456;PHY1;Ph
4;5;9cW;L733;C102W;WR
4;5;9dW;L207;C201S;D
4;5;10aN;L364;C108;D
4;5;10bN;L502;ELearn;Inf
4;5;10cW;L191;BU02;D
4;5;Q11;L258;A105;11M1
4;5;Q11;L581;AE09;11M2
4;5;Q11;L287;C101M;11M3
4;5;Q11;L931;C103G;11M4
4;5;Q12;L951;A208;12F
4;5;Q12;L467;C105;12L
4;5;Q12;L086;C107;12EKo
4;6;5b;L547;A204;D
4;6;5c1;L299;A210;MInt
4;6;5c2;L992;AE05;MInt
4;6;5d;L255;A203;Geo
4;6;6a;L182;A205;D
4;6;6b;L364;A207;D
4;6;6cL;L956;EE02;L
4;6;6cF;L774;AE07;F
4;6;6d;L741;C202;D
4;6;6e;L508;A201;G
4;6;7a;L621;MU2;Mu
4;6;7b;L612;A107;G
4;6;7c;L191;AE06;G
4;6;7e;L313;C201S;E
4;6;8bdL;L986;A103;L
4;6;8b1dF;L919;A108;F
4;6;8b2F;L901;A104;F
4;6;8cW;L135;A110;G
4;6;9aN;L726;CH;C
4;6;9bN;L873;BIO;B
4;6;9cW;L926;CHÜ;C
4;6;9dW;L397;C102W;WR
4;6;10aN;L641;BIOÜ;B
4;6;10cW;L456;PHY1;Ph
4;6;Q11;L258;A105;11M1
4;6;Q11;L581;AE09;11M2
4;6;Q11;L287;C101M;11M3
4;6;Q11;L931;C103G;11M4
4;6;Q12;L951;A208;12F
4;6;Q12;L467;C105;12L
4;6;Q12;L086;C107;12EKo
4;7;5bis7;L637;MU1;Cho
4;7;7bis10;L753;MU2;Perc
4;7;6bis8;L779;ERN;Tanz
4;8;6und7;L711;P2;Vb
4;8;6bis8;L779;ERN;Tanz
4;9;6und7;L711;P2;Vb
[Vertretungen]
Datum;Tag;Stunde;Klasse;Lehrer;Raum;Fach
